,genres,artist_name,name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,cluster
195207,Movie,Francis Lalanne,Bien Dans Ta Peau,6,0.629,0.459,2.7077833333333334,0.418,0.0,0.181,-6.738,0.0353,122.595,0.293,9
170550,Comedy,Shane Mauss,Butt Second Attempt,23,0.902,0.563,5.5297833333333335,0.809,0.0,0.932,-7.591,0.92,115.062,0.48,4
8173,Country,Pistol Annies,Damn Thing,36,0.471,0.702,2.4577833333333334,0.667,0.0,0.106,-6.492,0.0391,114.225,0.765,5
137168,Reggae,Black Uhuru,Rockstone,27,0.0711,0.886,4.675333333333334,0.706,0.00557,0.26,-7.766,0.0547,132.114,0.888,5
5583,Alternative,Summer Walker,I'm There,51,0.436,0.67,1.9097833333333334,0.475,0.125,0.117,-10.684,0.392,134.939,0.466,2
25942,Electronic,Bassnectar,Blow - 2015 Version,35,0.00161,0.78,4.022216666666667,0.694,0.187,0.254,-3.523,0.153,89.985,0.585,5
134705,Reggae,Barefoot Truth,Roll If You Fall,29,0.426,0.662,4.824883333333333,0.738,0.0,0.0913,-7.251,0.0354,106.978,0.852,5
77421,Children’s Music,Nicotine's Famous Honey,Running,64,0.825,0.454,4.129483333333333,0.393,0.275,0.106,-11.715,0.0417,110.072,0.181,2
63895,Folk,Galaxie 500,Isn't It A Pity,50,0.357,0.276,5.239333333333334,0.615,0.878,0.154,-7.249,0.0303,83.414,0.336,0
148026,Jazz,Steve Cole,It's Gonna Be Alright,39,0.43,0.594,4.032883333333333,0.681,0.845,0.0898,-9.008,0.049,171.438,0.63,0
95322,Indie,Lucky Daye,Real Games,55,0.453,0.678,5.521333333333334,0.368,8.99e-05,0.0716,-7.842,0.196,70.958,0.551,2
102348,Children’s Music,The Ting Tings,Estranged,47,0.0675,0.548,5.187783333333333,0.506,0.0244,0.105,-8.251,0.0286,163.967,0.271,6
14516,Dance,Lennon Stella,Fortress,66,0.407,0.811,2.911783333333333,0.619,0.0,0.0716,-4.744,0.133,103.043,0.431,1
167726,Comedy,Jim Gaffigan,Kobe Beef,37,0.861,0.514,2.0560666666666667,0.975,0.0,0.59,-4.881,0.796,125.936,0.349,4
178716,Jazz,Diana Krall,East Of The Sun (West Of The Moon) - Live,35,0.647,0.493,5.738666666666667,0.358,0.000185,0.682,-13.109,0.0494,168.226,0.441,7
179112,Jazz,Diana Krall,You Go To My Head,34,0.867,0.274,6.758666666666667,0.121,0.000251,0.0856,-16.588,0.0332,99.487,0.189,9
78387,Children’s Music,DRAMA,Dead and Gone,63,0.158,0.695,3.40385,0.558,0.00321,0.14,-10.001,0.0258,103.995,0.257,1
68855,Hip-Hop,Berner,Ayy (feat. YG & Logic),61,0.106,0.821,4.116783333333333,0.622,0.0,0.11,-5.656,0.212,140.971,0.411,1
99019,Children’s Music,Jamie Grace,Hold Me (feat. Tobymac),49,0.533,0.75,3.5573333333333332,0.808,0.0,0.087,-4.074,0.0423,136.059,0.89,5
86086,R&B,Jason Derulo,The Sky's the Limit,42,0.0737,0.655,3.713783333333333,0.759,0.0,0.368,-3.544,0.0352,125.109,0.594,5
120161,Rap,Nice & Smooth,Sometimes I Rhyme Slow,54,0.113,0.81,2.8711166666666665,0.55,0.394,0.0956,-14.002,0.133,108.382,0.626,5
39705,Electronic,DJ Krush,ロムロムの滝 - Instrumental,31,0.0753,0.646,4.240316666666667,0.689,0.703,0.0852,-5.561,0.211,82.91,0.42,0
44197,Folk,Ariel Pink,Another Weekend,52,0.125,0.383,4.242,0.513,0.000123,0.241,-5.377,0.0278,108.536,0.388,1
991,Country,Billy Currington,Summer Forever,42,0.0724,0.63,3.439766666666667,0.75,0.0,0.102,-5.382,0.0335,127.934,0.456,1
11104,Alternative,The Band Of Heathens,La County Blues,45,0.0811,0.577,4.530216666666667,0.63,0.0,0.101,-6.982,0.0332,144.928,0.496,6
128291,Classical,Johann Sebastian Bach,"Viola da Gamba Sonata No. 1 in G Major, BWV 1027: III. Andante",30,0.923,0.249,2.993333333333333,0.0455,0.802,0.151,-27.879,0.0392,104.265,0.174,3
7159,Country,Justin Townes Earle,Ain’t Got No Money,44,0.418,0.445,3.0849333333333333,0.655,5.19e-06,0.0829,-7.402,0.0694,108.406,0.62,5
218988,World,Sinach,You Are so Good (Live),31,0.197,0.377,7.6957,0.633,0.0,0.621,-6.42,0.0375,131.529,0.227,7
178465,Jazz,Lonnie Liston Smith and the Cosmic Echoes,A Chance for Peace,41,0.222,0.69,5.3471166666666665,0.806,1.26e-06,0.0544,-9.57,0.0512,95.037,0.897,5
97041,Children’s Music,Spin Doctors,Little Miss Can't Be Wrong,54,0.014,0.515,3.8786666666666667,0.903,0.0218,0.38,-8.832,0.0443,116.44,0.927,5
4400,Country,Townes Van Zandt,To Live Is To Fly,43,0.635,0.658,3.260666666666667,0.287,0.00187,0.117,-18.256,0.038,147.503,0.69,2
149090,Pop,2NE1,I Am The Best,66,0.0075,0.818,3.47885,0.845,0.0025,0.0549,-3.768,0.0388,127.981,0.702,5
51808,Blues,Johnny Thunders & The Heartbreakers,Chinese Rocks - Remastered,30,0.00467,0.428,2.94155,0.855,2.55e-05,0.365,-8.093,0.0502,139.399,0.705,6
118314,Rap,Jawga Boyz,Ridin High,55,0.00481,0.687,6.189966666666667,0.729,0.000435,0.123,-6.916,0.0308,140.004,0.259,1
84813,R&B,Pretty Ricky,Grind with Me,47,0.000521,0.667,3.98455,0.523,0.0,0.0984,-5.817,0.0311,136.544,0.18,1
139948,Reggaeton,Yandel,Nunca Me Olvides - Remix,57,0.331,0.802,3.679116666666667,0.814,0.0,0.184,-4.087,0.0647,95.009,0.586,5
80587,Opera,Giuseppe Verdi,"Il Trovatore : ""Deserto sulla terra""",10,0.971,0.196,2.0766666666666667,0.0644,0.000119,0.432,-22.39,0.0499,65.708,0.069,9
68439,Hip-Hop,Logic,Wrist,62,0.00793,0.851,3.4288833333333333,0.694,2.87e-06,0.0589,-5.642,0.256,139.978,0.503,1
24903,Electronic,Hot Chip,Look At Where We Are,40,0.597,0.792,3.99045,0.387,0.000106,0.0757,-8.192,0.0464,136.996,0.67,5
27259,Alternative,Nickelback,Home,47,0.00917,0.562,3.87375,0.854,3.59e-06,0.134,-5.048,0.0387,137.98,0.523,6
230155,Soul,Dwn2earth,Jodeci,40,0.421,0.619,2.8054166666666664,0.522,5.16e-05,0.0928,-9.672,0.0408,132.004,0.334,2
28761,Anime,Nobuo Uematsu,"Hymn of the Fayth - The Sending (From ""Final Fantasy X"")",33,0.858,0.192,4.8,0.156,0.00462,0.383,-20.067,0.0418,69.154,0.0377,9
22933,Electronic,Yellow Claw,To the Max,54,0.00998,0.912,3.606866666666667,0.931,3.56e-06,0.0388,-3.713,0.124,130.046,0.828,5
130580,Classical,Ludwig van Beethoven,"Symphony No. 7 in A Major, Op. 92: 4. Allegro con brio",30,0.932,0.36,8.6,0.362,0.912,0.132,-14.667,0.0401,74.489,0.401,3
142543,Indie,Canyon City,When I Fell,53,0.62,0.41,4.047116666666667,0.182,0.00011,0.113,-15.549,0.0364,80.019,0.275,2
183857,Movie,Irwin Kostal,"The Nutcracker Suite, Op. 71A, Arabian Dance - Irwin Kostal Re-Record 1982",12,0.843,0.0731,3.3588833333333334,0.0261,0.624,0.0927,-28.66,0.0433,78.81,0.0392,3
179407,Jazz,Johnny Pacheco,Toro Mata,32,0.68,0.563,5.65045,0.51,0.00326,0.213,-7.138,0.0618,113.392,0.901,5
154731,Rock,Coast Modern,Tiny Umbrella,51,0.0134,0.606,3.4646666666666666,0.878,0.00407,0.339,-5.318,0.0828,89.051,0.436,1
42231,Folk,Harrison Storm,Old and Grey,56,0.871,0.431,4.256,0.195,0.0125,0.107,-13.348,0.0327,78.038,0.139,2
150941,Pop,Troye Sivan,SUBURBIA,55,0.019,0.491,3.896,0.622,0.0,0.107,-5.925,0.104,77.928,0.361,1
225853,Rock,The Arcs,Stay in My Corner,55,0.0409,0.437,3.3193333333333332,0.689,0.00824,0.147,-6.003,0.0343,143.451,0.467,6
183149,Movie,Randy Newman,Sulley Scares Boo,23,0.953,0.228,1.146,0.169,0.0378,0.127,-21.094,0.0416,78.82,0.0377,9
181304,Jazz,Lou Donaldson,Donkey Walk,36,0.796,0.764,6.734,0.374,0.787,0.0911,-16.158,0.0418,125.618,0.616,0
126219,Classical,Antonio Vivaldi,"Concerto for 2 Violins in A Minor, Op. 3, No. 8, RV 522",41,0.912,0.393,9.83445,0.144,0.222,0.322,-19.841,0.0449,117.474,0.145,9
57948,Opera,Jacques Offenbach,Les Contes d'Hoffmann / Act 1: Entr'acte,34,0.928,0.474,1.36955,0.247,0.924,0.277,-14.832,0.0425,100.085,0.537,3
200896,Soundtrack,Martin Phipps,Victoria Titles,35,0.845,0.353,1.5854,0.246,0.952,0.0979,-16.227,0.0334,76.59,0.0389,3
89570,Hip-Hop,Drake,"Two Birds, One Stone",53,0.329,0.46,3.982666666666667,0.832,0.0,0.127,-2.628,0.232,86.35,0.358,1
11939,Alternative,Ween,The Mollusk,43,0.507,0.638,2.616216666666667,0.587,0.0701,0.0938,-9.457,0.0303,111.829,0.781,5
178172,Jazz,Bobby Hutcherson,Prints Tie,36,0.824,0.331,7.493333333333333,0.254,0.52,0.0911,-15.98,0.0339,83.94,0.229,3
165592,Reggaeton,Yaga & Mackie,Fanatica,24,0.142,0.848,4.257516666666667,0.913,0.0,0.336,-2.352,0.0648,93.981,0.868,5
53660,Blues,The Pretty Things,Cries from the Midnight Circus,32,0.00536,0.358,6.47,0.682,0.0687,0.104,-9.123,0.0627,175.89,0.697,6
191582,Ska,The Maytals,I Need Your Love,18,0.933,0.476,3.1837833333333334,0.294,1.36e-05,0.397,-15.435,0.0348,135.474,0.488,9
79782,Opera,Richard Wagner,"Wagner: Tristan und Isolde, WWV 90, Act 3: Isoldes Liebestod, ""Mild und leise wie er lachelt"" (Orchestral Version)",19,0.889,0.0654,6.304666666666667,0.114,0.943,0.1,-17.683,0.0457,71.489,0.0301,3
148551,Jazz,"Grover Washington, Jr.",Winelight,40,0.18,0.766,7.542883333333333,0.381,0.0831,0.48,-14.457,0.0805,98.86,0.635,7
148926,Jazz,DJ Premier,E.A.T.,40,0.00385,0.701,3.79165,0.812,0.000277,0.34,-6.773,0.253,121.337,0.382,1
191839,Ska,2 minutos,Aeropuerto,43,7.48e-05,0.502,2.9013333333333335,0.978,0.0,0.353,-2.492,0.0452,104.438,0.658,5
220768,World,Paul Kim,Dear my Love,30,0.824,0.599,3.6416833333333334,0.331,2.18e-06,0.108,-8.392,0.027,135.843,0.257,2
141689,Indie,Beach House,L'Inconnue,47,0.884,0.11,4.41245,0.591,0.777,0.114,-8.84,0.0318,80.595,0.107,3
220291,World,Desert Dwellers,Sukhavati - (Earthrise Sound System Remix),23,0.135,0.643,6.35955,0.869,0.879,0.071,-5.261,0.0393,160.006,0.779,0
188148,Ska,Inspector,Busco Amor,41,0.0429,0.588,3.6939333333333333,0.949,1.75e-05,0.1,-3.68,0.0665,177.852,0.76,6
68300,Hip-Hop,Kevin Gates,Discussion,61,0.3,0.767,2.7058833333333334,0.717,0.0,0.223,-5.836,0.364,135.994,0.494,1
107969,Pop,Sam Smith,Stay With Me,85,0.588,0.418,2.8787333333333334,0.42,6.39e-05,0.11,-6.444,0.0414,84.094,0.184,2
187951,Ska,Lars Frederiksen and the Bastards,Fight,24,9.32e-05,0.215,0.94,0.996,0.000516,0.106,-3.539,0.265,183.839,0.24,6
183394,Movie,Bruce Adler,It's a Scandal; It's a Outrage!,19,0.88,0.445,2.7977833333333333,0.375,0.0,0.418,-14.236,0.135,73.608,0.531,9
49094,Blues,Mad Season,I'm Above,38,0.000113,0.446,5.738883333333333,0.606,9.66e-05,0.151,-7.839,0.0258,81.255,0.263,1
124652,Classical,George Frideric Handel,"Concerto Grosso, Op. 6, No. 01 in G Major (HWV 319): A tempo giusto",41,0.923,0.192,1.71445,0.0314,2.22e-06,0.113,-23.34,0.0364,87.37,0.169,9
206310,Soundtrack,Michael Giacchino,Back From Black,27,0.879,0.184,0.996,0.327,0.905,0.0869,-11.913,0.04,68.78,0.0319,3
1641,Alternative,Smile Empty Soul,Bottom of a Bottle,60,0.00236,0.537,3.6971166666666666,0.847,1.16e-06,0.0844,-5.208,0.0383,106.055,0.459,1
6679,Alternative,Omar Apollo,Friends,49,0.861,0.37,3.11555,0.333,0.0,0.111,-7.516,0.0322,172.814,0.324,2
144617,Indie,Luke Christopher,DON'T LOOK BACK,49,0.142,0.734,2.3275,0.401,0.0,0.138,-10.006,0.0445,116.963,0.255,1
94545,Indie,The Shins,Sleeping Lessons,56,0.19,0.517,3.9671166666666666,0.511,0.00827,0.14,-8.191,0.0339,115.022,0.179,1
136951,Reggae,Tryo,L'hymne de nos campagnes - Live,43,0.842,0.688,3.4337833333333334,0.525,0.0,0.365,-8.315,0.265,89.988,0.779,5
120574,Rap,Tech N9ne,Slacker,50,0.31,0.923,4.273333333333333,0.688,0.0,0.0866,-3.904,0.252,93.931,0.796,5
161079,Reggaeton,Neutro Shorty,Lento,40,0.359,0.527,4.046466666666666,0.656,0.0,0.148,-7.13,0.126,129.479,0.495,6
171121,Comedy,Richard Pryor,So You Wanted To See The Wizard,22,0.83,0.484,2.7625,0.413,6.38e-06,0.24,-11.532,0.447,100.336,0.229,9
113116,Pop,CNCO,Mamita,72,0.107,0.803,2.9033333333333333,0.705,3.6e-06,0.147,-5.316,0.0624,90.995,0.49,1
102099,Children’s Music,The Avett Brothers,Ten Thousand Words,48,0.833,0.532,5.6,0.288,0.000254,0.119,-11.976,0.0363,76.989,0.387,2
32482,Anime,WagakkiBand,反撃の刃,27,0.0296,0.355,3.6208833333333335,0.972,0.0154,0.201,-1.997,0.203,180.271,0.655,6
113761,Pop,Lauv,Question,62,0.443,0.635,3.9180333333333333,0.496,0.0,0.121,-7.301,0.0936,121.696,0.373,1
95720,Indie,Blood Orange,Chewing Gum,60,0.144,0.622,4.397833333333334,0.515,0.0165,0.194,-7.959,0.145,168.265,0.217,6
167387,Comedy,Jim Gaffigan,Team of Doctors,44,0.669,0.498,3.8704833333333335,0.897,0.0,0.972,-11.091,0.947,72.378,0.225,4
112997,Pop,Smokepurpp,123,68,0.196,0.88,2.8333333333333335,0.61,0.0,0.105,-5.257,0.402,135.993,0.383,1
192025,Soul,Solange,My Skin My Logo,70,0.291,0.724,2.9288833333333333,0.292,0.000748,0.231,-8.512,0.253,81.409,0.524,1
142345,Indie,K.Flay,FML,55,0.00394,0.507,3.462066666666667,0.663,0.000189,0.13,-9.163,0.139,94.884,0.327,1
31558,Anime,Shiro Sagisu,Fob_01,15,0.497,0.355,3.8686333333333334,0.38,0.891,0.0606,-9.599,0.0378,136.083,0.2,0
224220,Rock,Bear Hands,Blue Lips (feat. Ursula Rose),56,0.0158,0.562,3.6031166666666667,0.838,0.0,0.132,-4.705,0.049,171.019,0.64,6
194942,Movie,Dorothée,Docteur,5,0.455,0.716,3.19755,0.869,2.23e-05,0.192,-8.514,0.0275,147.073,0.92,5
27975,Anime,Hiroyuki Sawano,So Ist Es Immer,45,0.695,0.672,4.828,0.256,0.0,0.107,-9.212,0.0329,119.945,0.222,2
150736,Pop,Smino,Amphetamine,63,0.704,0.523,7.830516666666667,0.539,1.19e-05,0.0952,-9.642,0.564,84.266,0.415,2
164992,Reggaeton,Jowell & Randy,Hey Mister (feat. Falo),26,0.449,0.862,4.166666666666667,0.862,4.07e-06,0.0785,-3.899,0.196,96.003,0.678,5
78068,Children’s Music,The Avett Brothers,I And Love And You,64,0.816,0.494,5.014,0.268,9.74e-05,0.076,-10.063,0.0315,70.223,0.162,2
177700,Jazz,Bootsy Collins,What's a Telephone Bill?,36,0.331,0.604,5.984883333333333,0.716,0.000169,0.295,-6.772,0.131,134.169,0.655,5
142213,Indie,Allie X,That's So Us,53,0.0501,0.707,3.586516666666667,0.63,3.08e-06,0.116,-6.545,0.0334,96.003,0.727,5
139882,Reggaeton,Jory Boy,La Duda,48,0.285,0.755,3.5573333333333332,0.688,3.07e-05,0.0891,-4.8,0.0786,90.018,0.368,1
199175,Soundtrack,Gustavo Santaolalla,All Gone (Aftermath),44,0.986,0.239,1.074,0.0607,0.685,0.113,-22.497,0.0417,38.137,0.0372,3
30738,Anime,Kevin Penkin,Memories,22,0.952,0.426,2.5,0.0333,0.891,0.0808,-24.636,0.055,97.895,0.304,3
217453,World,Desert Dwellers,Seeing Things,29,0.000658,0.625,7.009916666666666,0.76,0.79,0.674,-9.481,0.0409,144.993,0.502,7
56902,R&B,Erykah Badu,Other Side Of The Game,57,0.486,0.646,6.562216666666667,0.262,0.396,0.112,-11.159,0.0866,83.186,0.197,2
219972,World,Jason Upton,First Language,28,0.572,0.28,9.044216666666667,0.24,4.02e-05,0.219,-10.009,0.0331,112.918,0.127,9
46539,Blues,Tedeschi Trucks Band,Do I Look Worried,42,0.404,0.432,4.56155,0.603,0.000619,0.243,-7.747,0.0312,81.16,0.587,2
42023,Folk,The Allman Brothers Band,Whipping Post,60,0.329,0.315,5.290633333333333,0.64,0.341,0.0879,-9.256,0.0339,97.968,0.583,2
185520,Ska,The Specials,You're Wondering Now - 2015 Remaster,32,0.0234,0.915,2.6313333333333335,0.463,4.1e-05,0.128,-10.216,0.15,115.041,0.812,5
147396,Jazz,Thievery Corporation,Guidance,46,0.00515,0.669,4.371833333333333,0.497,0.942,0.186,-10.732,0.0437,107.004,0.443,0
13057,Alternative,Bomba Estéreo,Duele,49,0.0194,0.766,3.7349,0.82,0.0,0.152,-4.26,0.172,144.947,0.528,1
27244,Alternative,Brandon Heath,Got the Love (feat. Tauren Wells),41,0.0127,0.688,3.6571166666666666,0.636,0.0,0.323,-5.436,0.0634,105.004,0.581,5
136520,Reggae,Gondwana,Reggae Is Coming,39,0.016,0.7,4.2122166666666665,0.626,0.0,0.132,-11.278,0.102,149.502,0.545,6
171942,Comedy,Polo Polo,Introduccion,31,0.771,0.621,3.338216666666667,0.399,0.0,0.531,-15.681,0.934,62.127,0.396,4
4581,Country,Doug Supernaw,Reno,38,0.282,0.523,3.53645,0.399,7.96e-06,0.113,-13.065,0.0279,154.931,0.495,2
217953,World,King Sunny Ade,Ma Jaiye Oni,27,0.266,0.497,5.131116666666666,0.618,0.0983,0.0657,-13.172,0.0389,102.658,0.884,5
201117,Soundtrack,Jeff Russo,Vanya Locked Up,38,0.89,0.172,6.179333333333333,0.0349,0.879,0.105,-23.567,0.0428,134.049,0.0318,3
59091,Opera,Giuseppe Verdi,"Il Trovatore : ""Vedi! le fosche notturne spoglie"" (Anvil Chorus)",25,0.826,0.374,2.6666666666666665,0.389,9.76e-05,0.59,-12.536,0.0506,139.695,0.37,9
83591,R&B,THEY.,Say When,47,0.0689,0.743,2.9954666666666667,0.558,0.0,0.119,-7.452,0.0463,125.084,0.426,1
64154,Folk,James Vincent McMorrow,National,39,0.973,0.57,3.5646666666666667,0.0544,9.86e-06,0.0826,-10.005,0.0609,112.437,0.377,2
15009,Dance,Sage The Gemini,Gas Pedal,62,0.0272,0.846,3.469333333333333,0.538,0.0,0.123,-8.059,0.0576,97.536,0.441,1
165711,Reggaeton,Wisin & Yandel,Dale Mai,32,0.0695,0.751,3.2842166666666666,0.685,0.0,0.238,-7.173,0.124,94.014,0.764,5
187222,Ska,The Impossibles,Eightball,17,0.00442,0.524,3.1626666666666665,0.649,0.0258,0.368,-5.733,0.0427,97.124,0.706,5
209160,World,SEU Worship,Nothing Like [Holy] - Live,35,0.00616,0.373,6.83645,0.803,7.57e-06,0.128,-5.518,0.0605,150.011,0.221,6
128333,Classical,Leprous,The Flood,39,0.0128,0.308,7.857333333333333,0.548,0.135,0.112,-8.041,0.045,123.098,0.0764,6
13812,Dance,Akon,I Wanna Love You,68,0.0442,0.866,4.117783333333334,0.46,0.0,0.323,-9.252,0.0423,99.98,0.29,1
6743,Alternative,Empire of the Sun,We Are The People,59,0.0981,0.666,4.455916666666667,0.785,0.0198,0.434,-5.37,0.0308,122.973,0.549,1
230689,Soul,dopeSMOOTHIES,Waverunners,38,0.462,0.936,2.9163,0.366,7.7e-05,0.565,-10.622,0.381,120.01,0.431,7
157819,Ska,The Cat Empire,The Car Song,44,0.143,0.579,4.323783333333333,0.804,1.63e-05,0.204,-5.199,0.0385,149.97,0.773,6
184771,Ska,Soda Stereo,De Música Ligera (SEP7IMO DIA),53,0.00934,0.581,5.817116666666666,0.792,0.0251,0.11,-6.462,0.0356,123.912,0.516,1
131120,Reggae,Aidonia,Hot Tool,46,0.119,0.623,3.5940333333333334,0.725,0.0,0.103,-5.467,0.313,138.453,0.236,1
98364,Children’s Music,Jack White,Lazaretto,56,0.0046,0.381,3.6566666666666667,0.838,3.77e-05,0.101,-6.562,0.0709,118.214,0.581,6
181595,Jazz,Earl Klugh,All I Have To Do Is Dream (Duet with Vince Gill),27,0.928,0.664,3.77155,0.0863,0.368,0.113,-21.183,0.0519,82.391,0.452,9
118371,Rap,10 Years,Fix Me,58,0.0012,0.448,3.5973333333333333,0.84,0.0,0.0883,-3.938,0.0361,157.985,0.235,6
58801,Opera,Richard Wagner,"Die Walküre, WWV 86B: Ride of the Valkyries",20,0.963,0.201,5.483333333333333,0.198,0.933,0.0783,-16.966,0.0325,91.042,0.0482,3
205382,Soundtrack,Thomas Newman,Fishing Grounds,23,0.952,0.208,1.696,0.143,0.947,0.107,-18.451,0.0346,77.98,0.0427,3
111734,Pop,Logic,Contra,67,0.102,0.805,3.6191166666666668,0.824,0.0,0.198,-5.844,0.0534,126.012,0.649,1
4722,Alternative,The Goo Goo Dolls,Miracle Pill,29,0.0487,0.503,3.2994666666666665,0.727,0.0,0.128,-3.256,0.0257,160.043,0.717,6
202422,Soundtrack,Michael Giacchino,The Joy of Credits,32,0.431,0.384,8.308883333333334,0.333,0.331,0.0987,-12.974,0.0505,63.753,0.0934,9
175394,Comedy,Marc Maron,Women and Terrorism / Marriage,13,0.791,0.455,2.9787333333333335,0.979,1.99e-06,0.957,-6.641,0.911,75.148,0.296,4
139205,Reggaeton,Don Omar,Dutty Love,62,0.232,0.742,4.75555,0.873,1.17e-05,0.114,-3.373,0.082,90.004,0.899,5
149288,Pop,Big Sean,Pull Up N Wreck (& Metro Boomin),62,0.00806,0.49,3.7922166666666666,0.44,0.00103,0.186,-7.76,0.353,173.095,0.091,6
144975,Indie,Hot Hot Heat,Bandages,50,0.00756,0.376,3.538883333333333,0.946,0.0,0.107,-3.778,0.0897,150.199,0.858,6
163713,Reggaeton,Daddy Yankee,Estan Locos,30,0.01,0.918,1.40955,0.595,0.0,0.127,-9.273,0.245,95.984,0.79,5
68563,Hip-Hop,Kendrick Lamar,Black Panther,66,0.625,0.618,2.1768833333333335,0.582,3.84e-06,0.265,-9.454,0.297,90.035,0.48,1
144262,Indie,Surf Curse,Christine F,45,0.0205,0.472,1.9765,0.49,0.0,0.0735,-14.388,0.248,90.128,0.818,5
22141,Dance,LCD Soundsystem,american dream,47,0.0529,0.295,6.1131166666666665,0.54,0.00372,0.209,-8.372,0.0314,202.015,0.199,6
4470,Country,Justin Townes Earle,Graceland,44,0.938,0.566,3.244,0.231,2.58e-06,0.109,-13.718,0.0314,104.136,0.616,2
86171,R&B,Lloyd,I Want You - Remix - Main,45,0.121,0.536,4.4375,0.669,0.0,0.337,-7.532,0.371,98.03,0.59,1
125356,Classical,Arvo Pärt,"Spiegel im Spiegel, for Cello & Piano",40,0.984,0.226,9.553333333333333,0.00425,0.867,0.0529,-39.22,0.0404,83.829,0.0393,3
207681,World,Steffany Gretzinger,Letting Go,48,0.924,0.417,7.005016666666666,0.0895,0.0,0.0741,-17.904,0.0429,137.591,0.211,2
137252,Reggae,Jermaine Edwards,Make You Smile,26,0.148,0.661,3.9808166666666667,0.699,0.000289,0.106,-6.839,0.0429,146.099,0.693,5
32890,Anime,Ikimonogakari,Aruiteikou,26,0.0282,0.464,6.0491166666666665,0.674,0.0,0.142,-4.229,0.0281,163.857,0.521,6
156646,Ska,The Mighty Mighty Bosstones,The Rascal King,48,0.01,0.55,2.768883333333333,0.84,3.67e-06,0.14,-5.368,0.0425,88.202,0.965,5
99934,Children’s Music,Radiohead,The National Anthem,56,0.00237,0.486,5.86155,0.754,0.858,0.224,-8.552,0.0378,91.52,0.387,0
159302,Reggaeton,Gigolo Y La Exce,Griselda - Remix,42,0.0842,0.815,3.7221166666666665,0.555,0.0,0.35,-4.664,0.061,129.923,0.38,1
113018,Pop,My Chemical Romance,Dead!,64,0.0037,0.481,3.2586666666666666,0.973,0.000877,0.325,-1.945,0.0542,99.331,0.362,1
157945,Ska,Against Me!,Norse Truth,34,0.00388,0.438,3.1263833333333335,0.935,0.0,0.445,-2.736,0.0886,159.972,0.632,6
97489,Children’s Music,Volbeat,Seal The Deal,54,6.44e-05,0.53,4.1551,0.973,0.00558,0.129,-3.603,0.0663,105.997,0.432,1
196888,Soul,Billie Holiday,Solitude,43,0.977,0.453,3.171116666666667,0.161,0.000138,0.1,-9.429,0.0318,70.594,0.159,2
28612,Anime,Kensuke Ushio,vignette,30,0.949,0.517,2.554666666666667,0.241,0.86,0.168,-16.134,0.0314,159.991,0.139,3
3015,Alternative,Blood Orange,Take It Back,55,0.353,0.805,4.383216666666667,0.395,6.02e-06,0.141,-12.161,0.151,133.061,0.21,2
229764,Soul,Mating Ritual,Falling Back,44,0.00492,0.651,3.9818166666666666,0.609,0.0057,0.0409,-4.908,0.0457,111.275,0.801,5
164296,Reggaeton,J-King y Maximan,Bella K,24,0.517,0.725,4.416883333333334,0.805,0.0,0.363,-5.552,0.152,88.0,0.679,5
133586,Reggae,Slightly Stoopid,"Girl U so Fine / Girl U so Fine, Pt. 2",29,0.796,0.46,5.9013333333333335,0.588,0.583,0.107,-7.085,0.0352,87.16,0.406,0
87695,Rap,Usher,Yeah! (feat. Lil Jon & Ludacris),81,0.0183,0.894,4.172883333333333,0.791,0.0,0.0388,-4.699,0.112,105.018,0.583,1
57033,R&B,Janet Jackson,Made For Now,65,0.00307,0.76,3.511433333333333,0.888,1.49e-05,0.149,-3.449,0.124,115.705,0.559,1
84517,R&B,Wet,You're the Best - EP Version,44,0.661,0.567,2.9088833333333333,0.392,9.75e-05,0.139,-7.697,0.0414,99.746,0.259,2
158419,Reggaeton,Karol G,Dime (feat. Andy Rivera),47,0.07,0.717,3.1828,0.852,1.86e-05,0.198,-3.912,0.29,179.897,0.771,6
166191,Rock,OneRepublic,Counting Stars,74,0.0654,0.664,4.2973333333333334,0.705,0.0,0.115,-4.972,0.0382,122.017,0.477,1
93700,Indie,The Fratellis,Chelsea Dagger,63,0.0468,0.519,3.5862166666666666,0.825,0.0,0.0604,-3.087,0.145,154.777,0.581,6
105920,Opera,Felicity Lott,A word on my ear,5,0.965,0.478,4.607116666666666,0.0512,3.01e-06,0.0919,-23.444,0.0755,108.263,0.117,9
2439,Country,Midland,The Gator Boys - iHeart Radio Live,42,0.0636,0.531,3.1674166666666665,0.573,0.0,0.584,-10.843,0.0558,93.965,0.569,7
82425,Opera,Georges Bizet,"Carmen, WD 31 / Act 2: ""Nous avons en tête une affaire""",7,0.982,0.353,4.4622166666666665,0.278,0.00166,0.731,-16.722,0.0654,84.992,0.44,9
162262,Reggaeton,Casa De Leones,A Veces Pienso,31,0.183,0.824,4.544666666666667,0.909,0.0,0.304,-3.317,0.107,95.999,0.912,5
164742,Reggaeton,Hoja de Parra,Rumbos,36,0.356,0.674,2.8842833333333333,0.879,0.0,0.155,-5.703,0.0639,99.976,0.917,5
117021,Rap,Gang Starr,Mass Appeal,62,0.0208,0.808,3.6837833333333334,0.726,0.276,0.129,-8.435,0.252,96.12,0.616,1
