,genres,artist_name,name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,cluster
84550,R&B,OSHUN,Solar Plexus,46,0.118,0.5,3.9648833333333333,0.471,0.0,0.102,-10.363,0.269,139.841,0.421,6
145995,Jazz,Jan Lundgren Trio,Almas Vaggvisa,51,0.986,0.388,3.8674333333333335,0.0354,0.956,0.178,-25.766,0.0421,143.514,0.198,3
189096,Ska,Screeching Weasel,I'm Gonna Strangle You,23,5.51e-05,0.469,1.0468833333333334,0.871,0.0,0.12,-4.343,0.0655,116.9,0.898,5
176201,Jazz,Jerry Vale,"(Oh, My Wonderful One) Tell Me You're Mine",43,0.76,0.315,2.8722166666666666,0.182,0.0,0.062,-14.191,0.0309,95.721,0.374,2
31708,Anime,yuchaP,Poker Face,19,0.000971,0.516,3.3333333333333335,0.893,0.000106,0.14,-3.836,0.0363,92.013,0.483,5
115209,Rap,Drake,Right Hand,65,0.0978,0.901,3.1765833333333333,0.292,0.0,0.0816,-7.74,0.289,100.54,0.338,1
94060,Indie,MISSIO,Everybody Gets High,62,0.0234,0.432,3.534883333333333,0.558,0.000358,0.0924,-6.843,0.286,58.748,0.46,1
204892,Soundtrack,Ennio Morricone,A Fistful of Dollars - Version 2,27,0.684,0.267,1.8233333333333333,0.356,0.871,0.112,-7.412,0.0295,101.313,0.232,0
30237,Anime,Kevin Penkin,Jungle Run,22,0.0969,0.566,2.602883333333333,0.881,0.881,0.108,-9.232,0.0381,120.004,0.963,0
223619,Rock,Hal Ketchum,Small Town Saturday Night,59,0.218,0.627,2.96645,0.697,0.0,0.0733,-6.61,0.0266,154.086,0.933,5
176060,Jazz,Bonobo,Don't Wait,44,0.2,0.766,5.292666666666666,0.536,0.741,0.0664,-10.454,0.0663,106.981,0.142,0
190341,Ska,Direct Hit!,Nothing,21,9.77e-05,0.558,1.7091166666666666,0.953,0.0,0.329,-4.295,0.0754,100.005,0.734,5
180791,Jazz,iZem,Change,42,0.273,0.708,3.754183333333333,0.496,1.12e-05,0.101,-8.997,0.185,95.987,0.474,1
3230,Alternative,Tenacious D,The Metal,57,0.00296,0.623,2.766,0.938,0.000852,0.48,-4.161,0.123,112.022,0.308,1
177001,Jazz,Koop,I See a Different You,33,0.407,0.616,3.2811166666666667,0.694,7.19e-05,0.361,-8.168,0.0325,124.051,0.703,5
53881,R&B,dvsn,Too Deep,62,0.284,0.616,3.33705,0.243,0.149,0.264,-13.975,0.103,183.948,0.56,2
155716,Rock,Rob Thomas,Streetcorner Symphony,52,0.109,0.633,4.13045,0.886,0.0,0.0438,-3.892,0.0456,81.811,0.753,5
214482,Country,Chris Young,Goodbye,49,0.217,0.504,3.74355,0.625,0.0,0.106,-5.259,0.0346,143.834,0.354,6
198742,Soundtrack,Aytekin Ataş,Hüsn-ü Aşk,42,0.944,0.481,4.34845,0.413,0.859,0.173,-11.602,0.0339,96.627,0.378,0
222063,Rock,Daryl Hall & John Oates,Private Eyes - Remastered,64,0.409,0.85,3.62,0.938,0.000346,0.0582,-6.889,0.0415,120.826,0.84,5
127648,Classical,César Franck,"Sonata in A Major for Violin and Piano, FWV 8 (Arr. for Cello and Piano): IV. Allegretto poco mosso",29,0.993,0.199,6.056,0.098,0.926,0.0499,-21.787,0.0377,79.591,0.294,3
127666,Classical,Ludwig van Beethoven,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio - Remastered",29,0.974,0.322,6.035783333333334,0.386,0.915,0.0714,-14.763,0.0462,94.201,0.126,3
193005,Soul,Adele,I'll Be Waiting,55,0.0467,0.548,4.02755,0.843,0.0,0.131,-2.674,0.0374,160.009,0.754,6
197323,Soul,Jill Scott,Beautiful Love (feat. BJ The Chicago Kid),36,0.0993,0.353,3.6693333333333333,0.535,0.000544,0.0957,-11.177,0.336,81.087,0.328,2
107416,Opera,Vincenzo Bellini,Norma / Act 2: Dormono entrambi,9,0.98,0.318,5.074,0.0261,2.06e-05,0.071,-23.599,0.0488,95.827,0.0375,9
28262,Anime,Do As Infinity,Mysterious Magic,40,0.00154,0.418,2.714,0.975,8.04e-05,0.872,-1.438,0.0747,149.979,0.58,7
3072,Alternative,NEEDTOBREATHE,HAPPINESS,56,0.00703,0.575,3.42955,0.765,0.0,0.331,-6.608,0.0345,98.037,0.407,1
114845,Rap,Lil Peep,Sunlight On Your Skin - Bonus Track,69,0.0122,0.68,3.3333333333333335,0.597,0.000599,0.114,-7.198,0.0304,120.052,0.3,1
164951,Reggaeton,Rumbavana,Ya te olvidé,37,0.612,0.647,4.731333333333334,0.819,0.0,0.166,-5.905,0.118,98.453,0.681,5
221973,Rock,The Script,The Man Who Can't Be Moved,68,0.425,0.609,4.02445,0.629,0.0,0.0978,-5.024,0.0264,99.955,0.325,1
60060,R&B,Timbaland,Say Something (Featuring Drake),55,0.0912,0.559,4.015333333333333,0.741,0.0,0.735,-4.491,0.0889,79.887,0.718,7
186296,Ska,Against Me!,Mutiny on the Electronic Bay,28,3.39e-05,0.369,1.2091166666666666,0.965,0.0,0.105,-5.747,0.0473,174.492,0.823,6
55641,Movie,Dorothée,J'avais un ami,2,0.286,0.72,2.8477833333333336,0.496,0.0,0.254,-10.112,0.0278,132.599,0.768,5
26120,Electronic,Gammer,THE DROP - 4B x NvrLeft Remix,40,0.00976,0.623,3.7866666666666666,0.99,0.339,0.0891,-0.483,0.246,150.07,0.26,6
29314,Anime,TeddyLoid,Break the Doors - 18IF Episode 2. Ending,25,0.113,0.386,3.55555,0.991,2.25e-06,0.355,1.61,0.256,175.531,0.127,6
32694,Anime,μ's,僕らは今のなかで - (LittleMore-Rock Mix),20,0.038,0.303,4.586883333333334,0.954,0.0,0.0871,-2.887,0.219,195.99,0.489,6
69926,Hip-Hop,Russ,Last Forever feat. Rick Ross and Snoop Dogg,59,0.0875,0.581,3.9308833333333335,0.895,0.0,0.111,-4.129,0.362,173.89,0.513,6
28511,Anime,Cö Shu Nie,Grapes,33,0.109,0.234,2.6066666666666665,0.945,1.28e-06,0.246,-4.389,0.259,135.023,0.338,6
224980,Rock,Rebelution,Sky Is the Limit,53,0.00739,0.758,4.15355,0.757,0.0,0.0479,-5.696,0.0374,97.918,0.617,5
136724,Reggae,Natiruts,"Vento, Sol, Coração - Faixa Bônus Ao Vivo",50,0.295,0.656,5.481116666666667,0.773,0.00181,0.694,-6.762,0.0291,145.03,0.627,7
223698,Rock,The Neighbourhood,Prey,64,0.0258,0.517,4.710666666666667,0.779,0.0,0.0622,-5.005,0.0477,115.206,0.197,1
140466,Indie,The Vaccines,If You Wanna,65,3.03e-05,0.352,2.9002166666666667,0.866,2.92e-05,0.295,-3.274,0.0392,165.209,0.544,6
227079,Soul,Ike & Tina Turner,Nutbush City Limits,57,0.0891,0.687,3.02555,0.886,0.153,0.0292,-5.846,0.0298,76.523,0.914,5
80197,Opera,Georges Bizet,"Carmen, Act I: No.11 Finale : Voici l'order; partez (Zuniga/Carmen)",16,0.959,0.403,2.1,0.107,2.14e-05,0.0667,-20.337,0.0609,92.496,0.299,9
43932,Folk,Ryan Adams,"To Be Young (Is to Be Sad, Is to Be High)",51,0.0825,0.482,3.0733333333333333,0.716,0.000108,0.376,-6.311,0.0413,91.878,0.423,1
63180,Folk,Damien Rice,Lonelily,50,0.348,0.298,3.231333333333333,0.503,6.3e-05,0.118,-8.555,0.0437,78.951,0.533,2
33408,Anime,Ling tosite sigure,Boukan,19,0.144,0.352,6.338666666666667,0.276,0.0059,0.684,-8.868,0.0534,125.818,0.106,7
66610,Hip-Hop,Rich The Kid,Splashin,88,0.00195,0.942,2.963433333333333,0.383,0.0,0.0922,-8.099,0.565,100.021,0.38,1
140853,Indie,Houndmouth,Honey Slider,49,0.00061,0.314,3.6004666666666667,0.616,0.000425,0.126,-7.271,0.0344,127.56,0.546,6
5547,Alternative,Red Hot Chili Peppers,My Friends,57,0.00565,0.439,4.144,0.709,0.00152,0.131,-3.545,0.026,81.331,0.319,1
92661,Hip-Hop,So Loki,Elephant Man,49,0.0888,0.88,2.0331166666666665,0.539,0.000412,0.112,-7.057,0.254,146.995,0.433,1
196541,Soul,Duñe,So Bad,46,0.52,0.601,3.1401833333333333,0.326,0.00813,0.0994,-8.414,0.38,101.354,0.206,2
37851,Electronic,Soul Of Void,Dahab - Elfenberg Remix,39,0.0281,0.825,8.647816666666667,0.479,0.884,0.103,-12.772,0.113,120.007,0.0524,0
5811,Alternative,Kali Uchis,Only Girl,50,0.202,0.801,3.7027,0.49,2.97e-05,0.074,-7.255,0.176,148.008,0.405,1
231547,Soul,Buddy Guy,Ain't No Sunshine featuring Tracy Chapman,45,0.537,0.666,3.4128833333333333,0.421,0.0134,0.112,-8.553,0.0421,79.919,0.441,2
28810,Anime,Hiroyuki Sawano,Aots2m #1,32,0.234,0.302,4.177783333333333,0.752,0.702,0.105,-8.673,0.0548,105.032,0.216,0
137721,Reggae,One Day,S.D.R.O.,38,0.233,0.874,3.73355,0.621,0.000138,0.109,-4.025,0.297,141.914,0.599,5
58964,Opera,Georges Bizet,"Les pêcheurs de perles, WD 13 / Act 1 (Arr. for Cello and Orchestra): Au fond du temple saint",13,0.981,0.173,4.801333333333333,0.152,0.922,0.0852,-16.495,0.0423,137.264,0.0769,3
67897,Hip-Hop,G-Eazy,Calm Down,69,0.000175,0.537,2.1237833333333334,0.624,2.2e-06,0.116,-8.794,0.325,102.315,0.409,1
28841,Anime,Kensuke Ushio,inv(I.i),30,0.983,0.346,1.3871166666666668,0.00236,0.771,0.0812,-35.84,0.121,103.938,0.274,3
67615,Hip-Hop,Chingy,Right Thurr,70,0.15,0.866,4.163333333333333,0.749,0.0,0.0591,-3.977,0.253,92.077,0.891,5
228693,Soul,Emmit Fenn,Without You,43,0.738,0.815,3.304,0.211,0.00187,0.107,-12.798,0.0548,89.986,0.52,2
134262,Reggae,Natiruts,Pérola Negra - Ao Vivo,56,0.203,0.774,3.48845,0.502,2.76e-05,0.129,-7.43,0.0353,129.966,0.691,5
41932,Folk,Ra Ra Riot,Valerie,56,0.00278,0.65,3.8562333333333334,0.85,8.36e-06,0.0786,-5.846,0.0307,124.985,0.746,5
3829,Country,Kip Moore,Separate Ways - Live,41,0.145,0.732,4.217333333333333,0.483,8.03e-05,0.13,-7.872,0.0308,147.993,0.624,5
171407,Comedy,Ben Bailey,Lactose Intolerance,20,0.706,0.505,3.7428833333333333,0.987,0.0,0.944,-7.955,0.916,104.381,0.065,4
215511,Country,Jason Boland & The Stragglers,Tulsa Time,47,0.225,0.64,3.751333333333333,0.762,0.000149,0.936,-5.57,0.0302,99.959,0.778,7
30415,Anime,Every Little Thing,fragile,47,0.395,0.461,4.8277833333333335,0.611,0.0,0.338,-6.167,0.0291,84.215,0.196,2
80356,Opera,Gaetano Donizetti,"L'elisir d'amore / Act 1: ""Come Paride vezzoso""",10,0.957,0.34,7.965116666666667,0.232,1.1e-05,0.0598,-18.753,0.269,74.012,0.307,9
198369,Soundtrack,John Carpenter,The Shape Hunts Allyson,41,0.138,0.39,0.9666666666666667,0.242,0.966,0.329,-14.74,0.0341,90.029,0.0373,0
8938,Country,Tim McGraw,Like We Never Loved At All,34,0.102,0.535,4.294883333333333,0.471,0.0,0.139,-8.187,0.0278,133.848,0.272,6
130401,Classical,Philip Glass,Études: No. 6,31,0.989,0.364,4.441333333333334,0.187,0.884,0.119,-20.652,0.0359,109.887,0.143,3
205969,Soundtrack,Danny Elfman,"Blood Of The Jabberwocky - From ""Alice in Wonderland""/Score",25,0.868,0.167,2.622,0.104,0.945,0.102,-23.174,0.0439,111.712,0.0341,3
152674,R&B,JP Cooper,September Song,78,0.054,0.614,3.6715166666666668,0.615,0.0,0.0921,-6.7,0.0444,95.941,0.374,1
146750,Jazz,GoldFish,It Was You (With Zeeba),56,0.0506,0.704,2.629783333333333,0.506,3.12e-05,0.101,-9.161,0.199,77.012,0.456,1
62478,Folk,Xavier Rudd,Come Let Go,54,0.113,0.543,6.87045,0.542,0.0512,0.39,-8.649,0.0478,140.092,0.261,1
66513,Folk,The Kinks,Starstruck - Alternate Mix With Session Chat,50,0.136,0.633,2.7506,0.64,0.0,0.202,-7.466,0.0308,133.723,0.833,5
68922,Hip-Hop,Mike WiLL Made-It,Nothing Is Promised (with Rihanna),65,0.0108,0.735,2.8458666666666668,0.494,1.05e-06,0.108,-7.607,0.115,135.159,0.143,1
8792,Country,Willie Nelson,Funny How Time Slips Away,38,0.829,0.692,3.056216666666667,0.18,0.00743,0.134,-14.932,0.035,104.597,0.453,2
147921,Jazz,Birocratic,If I Tried,44,0.0132,0.557,2.466666666666667,0.724,0.438,0.113,-7.698,0.0835,96.115,0.469,1
63630,Folk,Jeff Buckley,Satisfied Mind,49,0.932,0.403,5.96045,0.0275,3.86e-05,0.111,-17.715,0.0324,92.38,0.136,9
60708,R&B,Francis and the Lights,Morning,49,0.969,0.657,1.6279166666666667,0.25,0.0186,0.108,-10.423,0.0457,88.325,0.467,2
79842,Opera,Léo Delibes,Le roi s'amuse: VII. Passepied (Arr. Elman),13,0.993,0.587,1.9751166666666666,0.0484,0.214,0.0806,-26.718,0.0471,81.72,0.431,9
173404,Comedy,Brian Posehn,Taking Care of Business,17,0.888,0.607,2.473333333333333,0.829,0.0,0.614,-5.66,0.904,101.212,0.4,4
91919,Hip-Hop,Heavy D & The Boyz,Is It Good To You,48,0.0484,0.711,4.87045,0.595,0.0327,0.208,-12.99,0.036,107.473,0.836,5
150936,Pop,Sam Cooke,A Change Is Gonna Come,67,0.76,0.212,3.186,0.42,0.0,0.307,-9.919,0.0344,169.555,0.493,2
18399,Dance,Lloyd,Lay It Down,54,0.0208,0.524,4.001783333333333,0.793,0.0,0.0825,-5.051,0.0629,156.052,0.551,6
215953,Country,Eric Ethridge,If You Met Me First,47,0.344,0.31,3.2305333333333333,0.552,0.0,0.0689,-5.967,0.0303,145.908,0.244,6
40571,Folk,Natasha Bedingfield,Unwritten,77,0.00577,0.706,4.322216666666667,0.801,0.0,0.0822,-6.333,0.0399,100.013,0.63,1
44736,Folk,Devendra Banhart,Never Seen Such Good Things,52,0.332,0.696,3.2257833333333332,0.485,0.146,0.106,-9.514,0.034,94.11,0.717,5
50218,Blues,Michael Cooper,Dinner for Two,27,0.24,0.734,5.8037833333333335,0.468,6.04e-06,0.0684,-13.479,0.0351,97.119,0.81,5
94416,Indie,MOONZz,Every Every (Telykast Remix),61,0.0248,0.528,3.2533333333333334,0.787,6.7e-06,0.222,-4.651,0.0398,150.044,0.259,6
99031,Children’s Music,Violent Femmes,Kiss Off - 2002 Remastered Version,54,0.159,0.648,2.94555,0.305,0.0,0.133,-20.741,0.065,87.22,0.823,2
132417,Reggae,Kash'd Out,She Gets Around,33,0.055,0.604,2.8828833333333335,0.825,0.0,0.158,-5.577,0.0484,186.007,0.827,6
8082,Country,Robert Ellis,Good Intentions,48,0.123,0.648,2.7893333333333334,0.652,0.00039,0.117,-8.156,0.0811,158.048,0.464,6
20894,Dance,2NE1,GOTTA BE YOU,52,0.152,0.584,3.85865,0.901,0.0,0.184,-2.22,0.155,130.178,0.612,6
224675,Rock,Men I Trust,"Say, Can You Hear",61,0.78,0.623,3.1541,0.403,0.763,0.11,-14.1,0.0598,157.912,0.49,0
131365,Reggae,Gondwana,"Verde, amarillo y rojo",60,0.617,0.389,5.635766666666667,0.898,6.73e-05,0.659,-6.445,0.265,170.167,0.697,7
79627,Opera,Gioachino Rossini,Petite messe solennelle: Kyrie: Petite messe solennelle: Kyrie: I. Kyrie,21,0.99,0.26,2.48445,0.264,0.954,0.115,-14.45,0.0371,117.847,0.196,3
157152,Ska,The Aquabats!,Red Sweater!,34,0.1,0.542,3.40045,0.943,1.75e-06,0.0766,-4.824,0.0606,103.154,0.549,5
212082,Comedy,Brian Regan,Motorcycle Ride (Jfl 1999),13,0.841,0.627,2.6385666666666667,0.818,0.0,0.836,-11.742,0.937,111.368,0.23,4
185532,Ska,Viernes 13,The Lucky One,23,0.049,0.356,4.46045,0.724,3.68e-05,0.271,-5.706,0.0378,163.452,0.713,6
69117,Hip-Hop,G-Eazy,Down For Me,64,0.0454,0.545,3.39355,0.601,0.0,0.164,-7.85,0.298,95.848,0.346,1
28784,Anime,Tomohisa Sako,Sugar Song To Bitter Step,33,0.446,0.735,3.986883333333333,0.591,0.0,0.0869,-6.465,0.0328,126.016,0.935,5
112381,Pop,Hannah Montana,Ordinary Girl,60,0.0276,0.427,2.95845,0.849,0.0,0.264,-3.744,0.28,181.744,0.382,6
68620,Hip-Hop,Meek Mill,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),64,0.0254,0.519,3.4228833333333335,0.57,0.0,0.0821,-7.366,0.202,164.155,0.317,6
80698,Opera,Georges Bizet,"Carmen, WD. 31, Act IV: C'est Toi !. Carmen, Il Est Temps Encore",14,0.967,0.359,9.487116666666667,0.269,0.000195,0.121,-15.707,0.0602,119.095,0.16,9
223496,Rock,The Band,Up On Cripple Creek - Remastered 2000,58,0.226,0.72,4.58155,0.716,0.00335,0.0932,-8.773,0.0723,144.376,0.953,5
174628,Comedy,Jeff Dunham,Is This a Hockey Arena?,12,0.87,0.618,50.760666666666665,0.252,0.0,0.256,-15.117,0.96,58.381,0.778,8
204551,Soundtrack,Murray Gold,The Life And Death Of Amy Pond (feat. The BBC National Orchestra of Wales),22,0.848,0.182,3.2011166666666666,0.254,0.925,0.111,-16.933,0.035,93.353,0.0388,3
67239,Hip-Hop,Future,Temptation,70,0.164,0.66,2.79455,0.55,0.000204,0.199,-6.744,0.184,130.004,0.299,1
20438,Dance,f(x),Electric Shock,54,0.0927,0.757,3.28245,0.898,7.85e-06,0.493,-1.632,0.0327,125.029,0.537,7
90916,Hip-Hop,Jeezy,Trap Star,48,0.00839,0.48,3.86845,0.775,0.0,0.287,-5.614,0.204,86.076,0.28,1
159089,Reggaeton,Olga Tanon,Como Olvidar - Merengue Versión,47,0.231,0.74,4.659116666666667,0.894,0.0,0.111,-5.445,0.0327,130.01,0.6,5
14768,Dance,Kid Ink,Promise (feat. Fetty Wap),68,0.0599,0.797,3.7373333333333334,0.469,0.0,0.0753,-8.112,0.0646,103.057,0.481,1
10377,Alternative,Smino,VERIZON,46,0.169,0.826,3.463766666666667,0.397,0.0103,0.129,-8.434,0.354,130.06,0.155,1
51247,Blues,Jesper Munk,Morning Coffee,38,0.824,0.441,3.59755,0.402,1.33e-06,0.112,-7.883,0.0387,183.647,0.345,2
52779,Blues,Eddie Floyd,634-5789,34,0.331,0.678,3.493333333333333,0.824,0.0,0.401,-4.242,0.0633,106.912,0.737,5
24460,Electronic,DJ Snake,A Different Way - Bro Safari & ETC!ETC! Remix,43,0.0364,0.698,4.65455,0.81,0.000657,0.104,-4.708,0.0342,109.952,0.0942,1
140517,Indie,Jordan Rakei,Alright,59,0.677,0.508,4.5971166666666665,0.292,0.000609,0.157,-11.332,0.0432,143.366,0.388,2
118685,Rap,Kota the Friend,Nola (feat. Khary & Hello Oshay),56,0.355,0.827,5.289483333333333,0.6,0.0,0.0943,-8.352,0.238,118.015,0.784,5
147668,Jazz,Babik Reinhardt,Djangologie,37,0.706,0.651,2.6108833333333332,0.399,0.944,0.105,-11.923,0.063,114.34,0.694,0
88554,Hip-Hop,Ski Mask The Slump God,JustLikeMyPiss,55,0.0863,0.807,3.20445,0.749,2.9e-06,0.357,-4.893,0.229,139.974,0.141,1
123576,Classical,Joe Satriani,"Always with Me, Always with You",53,0.484,0.575,3.37555,0.295,0.703,0.0639,-12.584,0.0326,144.366,0.394,0
90101,Hip-Hop,Childish Gambino,III. Life: The Biggest Troll [Andrew Auernheimer],49,0.0179,0.52,5.700816666666666,0.61,0.0,0.111,-7.798,0.219,80.101,0.523,1
138299,Reggae,La Secta AllStar,Todo Por Ti,22,0.00719,0.75,4.999333333333333,0.83,0.0,0.0997,-5.578,0.0275,134.981,0.963,5
97557,Children’s Music,Joyce Manor,Constant Headache,57,0.0467,0.41,3.0717833333333333,0.892,0.0,0.246,-4.289,0.124,99.016,0.451,1
6413,Alternative,TOPS,Way to be Loved,56,0.605,0.583,4.38995,0.515,0.000691,0.0931,-9.283,0.0571,115.732,0.603,2
125194,Classical,Frédéric Chopin,"12 Etudes, Op.25: No.6 In G Sharp Minor",31,0.979,0.308,2.098883333333333,0.203,0.966,0.11,-22.317,0.0405,72.542,0.151,3
43943,Folk,Maisie Peters,Birthday,63,0.712,0.627,3.2333333333333334,0.255,0.0,0.0901,-11.225,0.0342,105.072,0.307,2
218993,World,Boards of Canada,Melissa Juice,31,0.941,0.354,1.5462166666666666,0.123,0.9,0.101,-24.098,0.0304,180.094,0.278,3
46800,Blues,Little Feat,Long Distance Love,44,0.64,0.792,2.721783333333333,0.289,0.00211,0.108,-11.851,0.058,113.618,0.355,2
215242,Country,The Highwaymen,American Remains,52,0.47,0.683,4.116666666666666,0.495,6.98e-05,0.157,-13.877,0.0422,102.0,0.528,2
27042,Electronic,Mr. Carmack,At Night,30,0.0545,0.79,3.851783333333333,0.561,0.00569,0.0922,-5.537,0.257,80.924,0.826,5
226141,Rock,The Beatles,Can't Buy Me Love - Remastered 2015,58,0.118,0.426,2.1868833333333333,0.76,0.0,0.325,-4.082,0.0414,171.838,0.955,6
59272,Opera,Jean-Philippe Rameau,Pièces de Clavecin avec une méthode sur la mécanique des Doigts ('Suite' in E): v. Le Rappel des Oiseaux (The Assembly of the Birds),21,0.995,0.298,2.9097833333333334,0.128,0.901,0.0983,-27.387,0.0469,93.72,0.551,3
230118,Soul,Kem,Find Your Way,39,0.772,0.764,4.558216666666667,0.646,0.152,0.122,-9.587,0.0384,87.902,0.778,5
225024,Rock,Three Days Grace,World so Cold,62,0.00858,0.481,4.05,0.82,0.0,0.0756,-3.508,0.031,139.936,0.345,6
4443,Country,Aaron Watson,Big Love In A Small Town,38,0.658,0.593,4.33045,0.546,0.0,0.105,-6.753,0.0273,145.833,0.304,2
13392,Alternative,Better Than Ezra,Extra Ordinary,40,0.0216,0.667,3.6388833333333332,0.774,0.00026,0.0622,-4.884,0.0317,92.939,0.531,5
143692,Indie,Young & Sick,Sleepyhead,50,0.0277,0.589,3.9518833333333334,0.792,0.0312,0.138,-5.614,0.0291,107.0,0.276,1
86783,R&B,Jill Scott,So Gone [What My Mind Says] - feat. Paul Wall,42,0.197,0.746,4.66045,0.5,0.0,0.194,-8.426,0.0669,120.039,0.466,1
51477,Blues,Country Joe & The Fish,The Fish Cheer / I-Feel-Like-I’m-Fixin’-To Die Rag,33,0.358,0.334,3.732666666666667,0.86,0.0,0.314,-8.86,0.129,204.899,0.694,6
208944,World,"Phillips, Craig & Dean",When God Ran,45,0.094,0.552,5.29105,0.461,0.0,0.197,-7.623,0.0249,97.015,0.13,1
217729,World,Arve Henriksen,Opening Image,35,0.961,0.185,4.26405,0.0538,0.658,0.168,-20.466,0.0395,68.498,0.0624,3
112263,Pop,Speaker Knockerz,Lonely,67,0.126,0.802,3.1102166666666666,0.582,0.0,0.161,-7.296,0.235,150.002,0.338,1
201826,Soundtrack,Steven Price,Nobody's Pin Cushion,2,0.909,0.422,2.082666666666667,0.137,0.831,0.106,-22.646,0.0361,79.156,0.181,3
138968,Reggaeton,Bad Bunny,Soy Peor,74,0.679,0.732,4.2888,0.605,0.0029,0.114,-3.15,0.086,115.942,0.143,1
145023,Indie,Arcade Fire,We Exist,51,0.00731,0.567,5.729733333333333,0.506,0.205,0.103,-8.742,0.0264,116.392,0.358,1
169183,Comedy,Whitney Cummings,Football,27,0.81,0.584,2.6066666666666665,0.939,0.0,0.642,-4.312,0.891,82.752,0.303,4
164475,Reggaeton,Musicologo Y Menes,"Soldados (feat. Daddy Yankee, Barrington Levy & Nengo Flow)",24,0.23,0.758,3.2882166666666666,0.729,0.0,0.363,-6.446,0.135,170.037,0.858,5
69163,Hip-Hop,KYLE,Ikuyo (feat. 2 Chainz & Sophia Black),61,0.255,0.765,3.69445,0.609,1.28e-05,0.119,-5.285,0.19,77.957,0.547,1
204406,Soundtrack,John Lunn,The Butler And The Housekeeper,27,0.905,0.16,2.144,0.116,0.828,0.0865,-19.58,0.0413,108.852,0.0349,3
68564,Hip-Hop,Traviezoz de la Zierra,Mi Pasado y Mi Presente,66,0.494,0.796,3.668,0.555,0.0,0.317,-7.295,0.0583,114.855,0.889,5
58040,Opera,Luciano Pavarotti,"Tosca / Act 3: ""E lucevan le stelle""",35,0.987,0.147,3.2028833333333333,0.136,0.142,0.0819,-15.981,0.042,87.545,0.0511,9
21160,Dance,Justin Timberlake,Only When I Walk Away,46,0.0369,0.531,7.09645,0.693,0.0147,0.227,-6.932,0.103,144.195,0.333,6
156373,Rock,Tribal Seeds,Night & Day,52,0.00975,0.865,4.2205,0.623,0.000483,0.0842,-7.315,0.0387,134.972,0.693,5
9010,Country,Hiss Golden Messenger,Everybody Needs Somebody,45,0.643,0.615,3.5117333333333334,0.504,0.00014,0.114,-6.838,0.0462,128.734,0.392,2
45035,Anime,Nanahira,Hoshi Ni Negaiwo,13,0.0761,0.622,4.428566666666667,0.995,6.5e-05,0.312,-2.146,0.155,140.035,0.577,6
111227,Pop,J Balvin,Safari,73,0.531,0.689,3.4266666666666667,0.675,3.17e-06,0.115,-4.281,0.32,180.065,0.604,6
157071,Ska,Dead Kennedys,California Über Alles,40,0.561,0.345,3.0622166666666666,0.925,0.00106,0.0396,-3.715,0.132,102.242,0.595,6
132638,Reggae,Israel Vibration,Herb Is The Healing,44,0.0431,0.922,4.5217833333333335,0.64,0.00029,0.351,-6.109,0.169,129.861,0.81,5
59907,R&B,Fabolous,Throw It In The Bag,57,0.165,0.852,3.85955,0.559,0.0,0.0761,-7.441,0.0376,86.018,0.673,5
37229,Electronic,Point Point,Morning BJ,33,0.0273,0.762,2.55,0.575,0.0815,0.128,-4.765,0.214,160.023,0.45,6
216349,Country,Brantley Gilbert,My Faith In You,43,0.249,0.52,5.171316666666667,0.706,8.16e-05,0.0588,-6.261,0.0337,141.918,0.291,6
121277,Rap,Youngbloodz,85/Billy Dee Interlude,49,0.0303,0.793,4.494883333333333,0.596,1.17e-05,0.623,-7.426,0.392,82.113,0.708,7
10391,Alternative,Halestorm,Rock Show,45,0.0104,0.549,3.318216666666667,0.939,0.0,0.074,-3.031,0.0482,121.98,0.548,6
181668,Jazz,Bugseed,Kalalou,35,0.0595,0.703,1.7996333333333334,0.66,0.758,0.151,-9.402,0.0488,88.955,0.0834,0
34616,Anime,[ALEXANDROS],MILK,32,0.00194,0.611,2.183116666666667,0.847,0.00553,0.198,-3.057,0.088,103.963,0.637,5
121438,Rap,Shakewell,Sobriety,53,0.016,0.783,2.7875,0.691,1.41e-05,0.173,-5.724,0.255,84.046,0.435,1
91059,Hip-Hop,Youngbloodz,85/Billy Dee Interlude,49,0.0303,0.793,4.494883333333333,0.596,1.17e-05,0.623,-7.426,0.392,82.113,0.708,7
201561,Soundtrack,Alan Silvestri,Haircut and Beard - Extended,36,0.591,0.219,3.85755,0.496,0.806,0.201,-11.927,0.0784,77.778,0.0845,3
131884,Reggae,Aer,Above My Floor,39,0.168,0.806,3.8966666666666665,0.499,0.0,0.0495,-7.751,0.121,74.99,0.147,1
83324,R&B,Eric Bellinger,Make up For It,44,0.604,0.553,3.669366666666667,0.471,0.0,0.107,-7.697,0.0424,96.484,0.074,2
150728,Pop,Ariana Grande,Right There,55,0.115,0.605,4.118,0.838,0.0,0.113,-3.084,0.125,156.066,0.533,6
95821,Indie,Edward Sharpe & The Magnetic Zeros,Janglin,52,0.632,0.578,3.8266666666666667,0.688,5.98e-05,0.305,-6.551,0.054,123.91,0.36,2
138833,Reggae,Fiel A La Vega,El Wanabi (2005),21,0.105,0.519,5.947333333333333,0.844,0.0,0.0834,-4.64,0.0485,136.511,0.951,5
